user/followers_count,user/name,created_at,full_text,team,sentiment
127936,Spencer Dinwiddie,2020-05-02,These dudes are high. Basketball just like everything else follows a path of evolution. Nobody avg 50 in today’s nba. If anybody was gonna do it KD would’ve,,Positive
127936,Spencer Dinwiddie,2018-09-16,Has anyone ever seen Travis Kelce and Valanciunas in the same room?,,Neutral
127936,Spencer Dinwiddie,2019-12-23,Appreciate the love but Graham should be MIP.,,Positive
127936,Spencer Dinwiddie,2020-04-02,"Definitely did this one on purpose 
#BronSexualsFuckOuttaMyMentions",,Positive
127936,Spencer Dinwiddie,2021-11-19,Bullying is good for the youth,,Negative
127936,Spencer Dinwiddie,2019-06-30,Lol https://t.co/rtTMrokbbR,,Positive
127936,Spencer Dinwiddie,2020-09-03,Y’all wanted a third star,,Neutral
127936,Spencer Dinwiddie,2020-02-01,I’m Spencer Dinwiddie and I approve this message.,,Neutral
127936,Spencer Dinwiddie,2021-06-05,Fuck,,Negative
127936,Spencer Dinwiddie,2021-06-08,Easy Money,,Positive
127936,Spencer Dinwiddie,2019-06-30,Oh and @nyknicks fans I didn’t forget about y’all either  https://t.co/h6f0Xy1hr3,,Negative
127936,Spencer Dinwiddie,2021-06-16,Legendary,,Neutral
127936,Spencer Dinwiddie,2022-11-30,https://t.co/h5m3yTpffj,,Neutral
127936,Spencer Dinwiddie,2018-11-30,I am not a KD burner account guys...I’m verified,,Neutral
127936,Spencer Dinwiddie,2019-02-21,I love the @nyknicks,,Positive
127936,Spencer Dinwiddie,2019-01-28,This is the last thing I’m seeing on social media before surgery and that is why this app is my favorite. @swish41,,Positive
127936,Spencer Dinwiddie,2023-02-06,Don’t believe it unless @ShamsCharania tweets it. https://t.co/dqTgUhjZrp,,Neutral
127936,Spencer Dinwiddie,2020-08-15,Melo wants that LBJ matchup,,Neutral
127936,Spencer Dinwiddie,2020-11-17,Wow!,,Positive
127936,Spencer Dinwiddie,2021-01-14,We’re in the Endgame now.,,Neutral
127936,Spencer Dinwiddie,2019-06-23,Honestly... Ya hate to see it  @nyknicks,,Negative
127936,Spencer Dinwiddie,2020-03-16,"Team A. And it ain’t close, for one reason and one reason alone.

@SHAQ ... he’s forcing the double every time!",,Negative
127936,Spencer Dinwiddie,2020-08-18,No ejection in the playoffs man,,Negative
127936,Spencer Dinwiddie,2020-01-08,"Big time by Trae!

Also speaks to our debt based system when $10k in cash cancels $1M in debt. Sickening.",,Negative
127936,Spencer Dinwiddie,2019-04-28,"I can see why Embiid is mad, last week he would’ve been at the line",,Negative
127936,Spencer Dinwiddie,2020-03-21,The coldest has to be Dame on PG in the playoffs ‍♂️,,Neutral
127936,Spencer Dinwiddie,2019-03-23,Now this is comedy lol,,Positive
127936,Spencer Dinwiddie,2020-03-17,Lmao this Corona Virus stuff putting me between a rock and a hard place. If I stopped tweeting y’all would all assume I have it.,,Positive
127936,Spencer Dinwiddie,2020-06-20,Football ain’t harder than Basketball.,,Neutral
127936,Spencer Dinwiddie,2020-05-02,"And just for added context I definitely think MJ had the best prime NBA years of all time. And that Kareem is the basketball GOAT.

But y’all thought MJ was a God in the 80’s/90’s because he was 6’6 with a 40

I’m 6’6 with a 40 in 2020 and y’all think I’m unathletic",,Positive
127936,Spencer Dinwiddie,2023-04-01,…April fools?,,Negative
127936,Spencer Dinwiddie,2020-01-28,"We often search for meaning in numbers. And yes you guys have caught a lot of the obvious reasons...

There’s one more tho, a person that I often speak about but hold private and most close to my heart.

Elijah + Spencer = 20 + 6

Honor your ppl, love you son",,Positive
127936,Spencer Dinwiddie,2020-08-23,Been saying this,,Neutral
1929354,Luka Doncic,2020-08-24,nan,Dallas Mavericks,Neutral
1929354,Luka Doncic,2024-01-27,https://t.co/ij0PpNDMou,Dallas Mavericks,Neutral
1929354,Luka Doncic,2020-01-26,this is so sad! RIP https://t.co/5ykf0drVSG,Dallas Mavericks,Negative
1929354,Luka Doncic,2022-05-28,14!!!!!!!!,Dallas Mavericks,Neutral
1929354,Luka Doncic,2022-05-28,Its so nice to be a REAL MADRID fan!,Dallas Mavericks,Positive
1929354,Luka Doncic,2020-08-31,thank you Dallas for an amazing season! #mffl  https://t.co/4oeeKPi5K6,Dallas Mavericks,Positive
1929354,Luka Doncic,2021-05-26,https://t.co/3TQNOn9Tv8,Dallas Mavericks,Neutral
1929354,Luka Doncic,2022-03-09,HALA MADRID!!!!,Dallas Mavericks,Neutral
1929354,Luka Doncic,2020-02-15,nan,Dallas Mavericks,Neutral
1929354,Luka Doncic,2023-02-21,HALA MADRID Y NADA MAS!!!!,Dallas Mavericks,Neutral
1929354,Luka Doncic,2020-01-26,NO PLEASE,Dallas Mavericks,Negative
1929354,Luka Doncic,2022-02-22,https://t.co/XORR8DwkMR,Dallas Mavericks,Neutral
1929354,Luka Doncic,2020-03-13,https://t.co/hMVnGyK3bA,Dallas Mavericks,Neutral
1929354,Luka Doncic,2024-01-14,Hat trick in 40 min  @vinijr,Dallas Mavericks,Negative
1929354,Luka Doncic,2021-08-03,"Top 4 in the world, a country of 2M people! What a feeling! ❤️❤️❤️ #mislovenci https://t.co/bK0woXuDRT",Dallas Mavericks,Positive
1929354,Luka Doncic,2022-04-12,Lukita modric…. Wow,Dallas Mavericks,Positive
1929354,Luka Doncic,2020-03-12,2020 is being very bad year!! stay safe folks,Dallas Mavericks,Negative
1929354,Luka Doncic,2021-07-14,Huge honor to be on the cover of #NBA2K22. Thanks @NBA2K! https://t.co/ptIhpVNUdN,Dallas Mavericks,Positive
1929354,Luka Doncic,2020-12-08,nan,Dallas Mavericks,Neutral
1929354,Luka Doncic,2019-02-16,i never knew that i could jump that high ‍♂️,Dallas Mavericks,Neutral
1929354,Luka Doncic,2020-02-03,nan,Dallas Mavericks,Neutral
1929354,Luka Doncic,2019-01-03,https://t.co/XQ9U80rvVP,Dallas Mavericks,Neutral
1929354,Luka Doncic,2019-06-25,THANK YOU https://t.co/PsNzx0xHPK,Dallas Mavericks,Positive
1929354,Luka Doncic,2020-03-01,HALA MADRID!!!,Dallas Mavericks,Neutral
1929354,Luka Doncic,2019-02-21,go play in europe ‍♂️✌️,Dallas Mavericks,Positive
1929354,Luka Doncic,2020-11-25,MARADONA RIP,Dallas Mavericks,Neutral
1929354,Luka Doncic,2024-01-12,I wasn’t born yet when he was already making those passes,Dallas Mavericks,Neutral
1929354,Luka Doncic,2021-08-01,What an honor to represent this country❤️❤️❤️ https://t.co/wYqK7IXRTq,Dallas Mavericks,Positive
1929354,Luka Doncic,2022-09-18,"Incredible lo de España, enhorabuena chicos!!",Dallas Mavericks,Neutral
1929354,Luka Doncic,2020-02-07,#TeamLebron,Dallas Mavericks,Neutral
1929354,Luka Doncic,2020-09-13,HALAAAAAA MADRIDDDDD,Dallas Mavericks,Neutral
1929354,Luka Doncic,2020-01-28,by far the hardest game i ever had to play!! still can’t believe it!! always with us! #RIP https://t.co/PscNbfLain,Dallas Mavericks,Positive
1929354,Luka Doncic,2020-07-16,HALA MADRID!,Dallas Mavericks,Neutral
1929354,Luka Doncic,2020-11-25,https://t.co/4zGSjyc4rZ,Dallas Mavericks,Neutral
1929354,Luka Doncic,2023-11-29,Bellingham es increible!!!,Dallas Mavericks,Neutral
1929354,Luka Doncic,2020-02-24,nan,Dallas Mavericks,Neutral
1929354,Luka Doncic,2021-07-26,First one❤️ #miSlovenci #Olympics https://t.co/npwKb6YqAv,Dallas Mavericks,Neutral
1929354,Luka Doncic,2020-08-26,Bounce back!! #mffl #Believe,Dallas Mavericks,Neutral
1929354,Luka Doncic,2023-05-19,HALA MADRID !!!,Dallas Mavericks,Neutral
1929354,Luka Doncic,2021-08-23,nan,Dallas Mavericks,Neutral
1929354,Luka Doncic,2022-06-19,Simplemente increible!! Vaya equipazo! HALA MADRID Y NADA MAS!!! Vamoooooooossss,Dallas Mavericks,Neutral
1929354,Luka Doncic,2021-06-16,Thank you  year 3 ✅ https://t.co/PpPnzqmaC8,Dallas Mavericks,Positive
1929354,Luka Doncic,2020-02-08,how you miss that call?‍♂️,Dallas Mavericks,Negative
1929354,Luka Doncic,2018-06-22,Thank you Legend!! https://t.co/mv7fNZyJ9K,Dallas Mavericks,Positive
1929354,Luka Doncic,2020-12-24,Game time!   year 3 on the way,Dallas Mavericks,Neutral
1929354,Luka Doncic,2020-02-03,That half time show,Dallas Mavericks,Neutral
1929354,Luka Doncic,2019-01-17,what a picture! #2Legends https://t.co/nbwouOELdN,Dallas Mavericks,Neutral
1929354,Luka Doncic,2021-08-03,Respeto,Dallas Mavericks,Neutral
1929354,Luka Doncic,2020-03-14,who can help me set up streams?  what do i need?,Dallas Mavericks,Positive
1929354,Luka Doncic,2022-04-26,What a game !!!,Dallas Mavericks,Neutral
7752024,James Harden,2022-12-18,MESSI the !,Los Angeles Clippers,Neutral
7752024,James Harden,2022-10-04,https://t.co/wOgGZGruKA,Los Angeles Clippers,Neutral
7752024,James Harden,2021-08-07,https://t.co/NxKxaOZ9yj,Los Angeles Clippers,Neutral
7752024,James Harden,2021-11-04,nan,Los Angeles Clippers,Neutral
7752024,James Harden,2021-06-16,https://t.co/wsDYcn3T9x,Los Angeles Clippers,Neutral
7752024,James Harden,2022-03-05,when your lil bro finally beat you in 21  https://t.co/iF8MjcWUao,Los Angeles Clippers,Neutral
7752024,James Harden,2022-02-14,Best halftime show ever!,Los Angeles Clippers,Positive
7752024,James Harden,2022-01-26,https://t.co/niZTfTWmTl,Los Angeles Clippers,Neutral
7752024,James Harden,2019-03-23,"I love to Hooop, period!",Los Angeles Clippers,Positive
7752024,James Harden,2019-02-12,Respect  https://t.co/ChsrItTrgW,Los Angeles Clippers,Positive
7752024,James Harden,2021-05-14,https://t.co/ocX6UxJj4u,Los Angeles Clippers,Neutral
7752024,James Harden,2022-02-21,started from the bottom don’t know how I’m up here… https://t.co/DvnaMKtM3M,Los Angeles Clippers,Neutral
7752024,James Harden,2017-11-03,I think the best one out. Nailed it young fella https://t.co/B3pbYzabAX,Los Angeles Clippers,Positive
7752024,James Harden,2022-02-26,https://t.co/0BKAk6ShKt,Los Angeles Clippers,Neutral
7752024,James Harden,2022-02-21,https://t.co/Bw9EkxTcbC,Los Angeles Clippers,Neutral
7752024,James Harden,2021-01-26,https://t.co/xi3wKrXZjB,Los Angeles Clippers,Neutral
7752024,James Harden,2023-01-29,"Can’t believe my 9ers lost, we outside though. https://t.co/JafWBqMlpS",Los Angeles Clippers,Negative
7752024,James Harden,2023-02-08,One of One! Congrats bro @KingJames,Los Angeles Clippers,Positive
7752024,James Harden,2021-12-13,50 Boyz https://t.co/uCtpWLyPKP,Los Angeles Clippers,Neutral
7752024,James Harden,2023-05-02,"I be wanting to go to the met gala, but I’m always in the play offs this time of year #Uno https://t.co/owX5lexVuv",Los Angeles Clippers,Positive
7752024,James Harden,2022-03-03,https://t.co/ICmu0yaPDf,Los Angeles Clippers,Neutral
7752024,James Harden,2019-11-14,(Tweet on repeat),Los Angeles Clippers,Neutral
7752024,James Harden,2022-01-06,good having you back king @KyrieIrving https://t.co/2AnzC249wY,Los Angeles Clippers,Positive
7752024,James Harden,2022-04-11,MVP! https://t.co/a63eMmCXyf,Los Angeles Clippers,Neutral
7752024,James Harden,2021-01-19,SCARY HOURS!,Los Angeles Clippers,Negative
7752024,James Harden,2021-05-16,https://t.co/01ftJrKCLj,Los Angeles Clippers,Neutral
7752024,James Harden,2020-02-17,Congrats Fun Guy !  https://t.co/0P6xPEejVH,Los Angeles Clippers,Positive
7752024,James Harden,2021-09-27,https://t.co/PoWiUvpp8a,Los Angeles Clippers,Neutral
7752024,James Harden,2021-09-23,https://t.co/Z05VTHpVZv,Los Angeles Clippers,Neutral
7752024,James Harden,2022-02-14,only thing missing was @NipseyHussle,Los Angeles Clippers,Negative
7752024,James Harden,2021-02-03,Scary Hours! https://t.co/l8qboxjVDX,Los Angeles Clippers,Negative
7752024,James Harden,2023-01-03,71! ️ TRIMMMMMM https://t.co/6LY0JX1K7h,Los Angeles Clippers,Neutral
7752024,James Harden,2021-11-06,https://t.co/7hadVlQidq,Los Angeles Clippers,Neutral
7752024,James Harden,2019-07-26,‍♂️ #Rednation  https://t.co/KlYH5M0jel,Los Angeles Clippers,Neutral
7752024,James Harden,2021-04-30,Lefty DIFFERENT  @KevinPorterJr https://t.co/5fup2et5jQ,Los Angeles Clippers,Neutral
7752024,James Harden,2021-05-07,"we all got the same 24 hours, how you using yours today?",Los Angeles Clippers,Neutral
7752024,James Harden,2021-10-20,"surprised, grateful. never shook lol",Los Angeles Clippers,Positive
7752024,James Harden,2021-06-06,thanks bro,Los Angeles Clippers,Positive
7752024,James Harden,2022-02-27,Happy Sunday! https://t.co/ApVwKOjYyr,Los Angeles Clippers,Positive
7752024,James Harden,2022-02-27,Hussle wit me forever! https://t.co/rbFWZlYWvz,Los Angeles Clippers,Neutral
7752024,James Harden,2019-11-14,"When you’re with GOD it doesn’t matter whose against you..... 
GODFIDENCE",Los Angeles Clippers,Positive
7752024,James Harden,2021-06-11,nan,Los Angeles Clippers,Neutral
7752024,James Harden,2021-05-01,Happy Birthday Mambacita!,Los Angeles Clippers,Positive
7752024,James Harden,2021-04-01,https://t.co/wMlhMnVeQ9,Los Angeles Clippers,Neutral
7752024,James Harden,2021-05-17,https://t.co/XgbCPHEagK,Los Angeles Clippers,Neutral
7752024,James Harden,2021-02-22,Forever Humble. https://t.co/B3KHkBK9PD,Los Angeles Clippers,Neutral
7752024,James Harden,2021-02-17,Scary Hours⌛️. https://t.co/bl9ty5WDtb,Los Angeles Clippers,Negative
7752024,James Harden,2021-07-07,https://t.co/CgCqbIHD0x,Los Angeles Clippers,Neutral
7752024,James Harden,2023-05-03,"long overdue, well deserved… #Uno https://t.co/UM4QzmVSVQ",Los Angeles Clippers,Positive
7752024,James Harden,2021-02-22,https://t.co/KbBCTaXeNq,Los Angeles Clippers,Neutral
1374065,Jayson Tatum,2022-04-21,Nothing cooler than this dad shit,,Negative
1374065,Jayson Tatum,2022-07-31,Thank you for everything! R.I.P Legend  https://t.co/tn2iGsArav,,Positive
1374065,Jayson Tatum,2022-05-30,Boston we going to the finals☘️!! A kid from St. Louis… playing for the Celtics with chance to win a championship… dreamed of moments like this,,Positive
1374065,Jayson Tatum,2020-05-31,“every cop isn’t bad” we all can agree to but I want the same energy and attention given to every BLACK man is NOT a threat!!,,Positive
1374065,Jayson Tatum,2020-05-29,My president,,Neutral
1374065,Jayson Tatum,2020-05-31,Really?‍♂️ whats the excuse for this one,,Positive
1374065,Jayson Tatum,2023-02-28,Lol this what I get for fouling Bron,,Positive
1374065,Jayson Tatum,2019-07-29,With so many fathers not supporting there kids we get upset because he is genuinely happy for his son! Lol that’s crazy I can’t wait till my son get older and I get to support him with whatever he wants to do!,,Positive
1374065,Jayson Tatum,2023-02-08,Oh shit Bron got the headband on lol it’s up tonight,,Negative
1374065,Jayson Tatum,2019-02-13,whoa whoa whoa not my full name,,Neutral
1374065,Jayson Tatum,2023-01-03,71 D Mitch!!!!!,,Neutral
1374065,Jayson Tatum,2022-05-24,"Breaks my heart hearing this news, no parent should ever have to lose there child. Praying for the families of those kids and the teacher ❤️… this is devastating",,Negative
1374065,Jayson Tatum,2022-04-12,They should give out awards for stuff like this,,Positive
1374065,Jayson Tatum,2022-12-31,Sitting here watching the lakers play…. Sometime later this season Bron gone be able to say he’s scored more points than anyone to ever play this game… lol that’s wild,,Positive
1374065,Jayson Tatum,2023-11-02,The shit Bron is doing is ridiculous lol,,Negative
1374065,Jayson Tatum,2020-11-23,Can’t do nothing but thank God,,Negative
1374065,Jayson Tatum,2022-01-01,2022 https://t.co/ZHRpdnCUJn,,Neutral
1374065,Jayson Tatum,2023-02-27,I act like Denzel for real,,Positive
1374065,Jayson Tatum,2021-07-28,Is it that hard to be supportive and empathetic to what others are going through? This is someone’s daughter and her health your referring to. Wonder if he has kids and how he would feel as a parent someone talking about his kids this way. Cause I’d be DAMNED. Simone is a hero!,,Positive
1374065,Jayson Tatum,2022-02-16,This some bullshit,,Negative
1374065,Jayson Tatum,2023-07-25,Bronny,,Neutral
1374065,Jayson Tatum,2023-06-08,"New spider man movie so good deuce told me 
“ daddy I think I changed my mind I might want to be spider man when I grow up… but I still want to be you” 

Good save son, good save!",,Positive
1374065,Jayson Tatum,2022-01-09,Normalizing uplifting one man without bringing another one down… JB played great it’s alright to leave it at that,,Positive
1374065,Jayson Tatum,2020-06-03,Yes he did baby girl ❤️,,Positive
1374065,Jayson Tatum,2022-02-21,Surrounded by ☘️ legends…lol I’m lucky they let me in the picture https://t.co/vt68RX3qXJ,,Positive
1374065,Jayson Tatum,2022-05-05,Random thought…. When you ask someone a question and they say “huh” and then proceed to answer the question….. i can’t STAND that  lol,,Positive
1374065,Jayson Tatum,2022-02-03,My bad bro lol….. Pair of game kicks for the next game he comes to,,Negative
1374065,Jayson Tatum,2022-01-26,Look at the left hand that’s my twin https://t.co/cmzOnb7ndi,,Positive
1374065,Jayson Tatum,2020-01-26,Nooooooo cmon someone say it ain’t true... I’m sick to my stomach right now,,Negative
1374065,Jayson Tatum,2012-04-13,@KingJames Follow back it's Larry Hughes nephew from st. Louis and Abe and Rj Lil cousin and Justin Son Follow Back http://t.co/AnOnb7E8,,Neutral
1374065,Jayson Tatum,2023-03-02,I just said the same thing,,Neutral
1374065,Jayson Tatum,2023-11-05,nan,,Neutral
1374065,Jayson Tatum,2023-06-21,Anybody else tired of seeing “per source” after every quote? Put a name on it orrrrr keep that shit to ya self lol,,Negative
1374065,Jayson Tatum,2023-01-20,☘️’s fans I really rock with y’all lol hope feeling is mutual … last night was a blast https://t.co/3o9vXtAOOl,,Positive
1374065,Jayson Tatum,2022-03-13,Kuminga gone be very good for a long time,,Positive
1374065,Jayson Tatum,2021-05-15,Idk who wanted a picture with who ‍♂️☘️ https://t.co/O8RRKgMADw,,Negative
1374065,Jayson Tatum,2021-11-24,Hanging this one up in the crib fasho,,Neutral
1374065,Jayson Tatum,2023-10-04,Year 7 https://t.co/CXi3E4jVOZ,,Neutral
1374065,Jayson Tatum,2020-12-14,@spidadmitchell Bro this my 4th year being “19” I’m still growing,,Positive
1374065,Jayson Tatum,2023-04-09,Now this is something…,,Neutral
1374065,Jayson Tatum,2022-05-30,nan,,Neutral
1374065,Jayson Tatum,2022-04-27,Damn,,Negative
1374065,Jayson Tatum,2022-02-20,A.I tell me he love my game every time I see him…. that mean everything coming from him,,Positive
1374065,Jayson Tatum,2022-04-18,HELL YEAH!!! Happy for you bro first guard since GP that’s legendary! Nobody more deserving you earned it,,Positive
1374065,Jayson Tatum,2018-10-30,I’m a BELIEVER‼️,,Neutral
1374065,Jayson Tatum,2023-06-30,Love seeing guys getting paid,,Positive
1374065,Jayson Tatum,2021-09-28,Year 5 ☘️ https://t.co/4She96NvcU,,Neutral
1374065,Jayson Tatum,2018-10-31,Why I wear 0!!,,Neutral
1374065,Jayson Tatum,2024-01-30,Wow this is crazy to me,,Positive
1374065,Jayson Tatum,2023-02-19,nan,,Neutral
157327,Jalen Brunson,2023-08-10,"So disrespectful that people record him in public, let the man be.",,Neutral
157327,Jalen Brunson,2023-11-29,At least @ me breast milk lover,,Positive
157327,Jalen Brunson,2023-07-10,"Let’s get one thing straight, stop asking me about josh. Don’t ask about Donte. I don’t like them they’re not my boys. They are coworkers. Nothing more. Thank you.",,Neutral
157327,Jalen Brunson,2023-05-31,Nah bro no BS delete my number,,Negative
157327,Jalen Brunson,2022-07-02,"Dallas, I will love you forever!",,Positive
157327,Jalen Brunson,2024-02-18,He gets it,,Neutral
157327,Jalen Brunson,2023-04-27,"See one, send one  https://t.co/DsN0RqTaAF",,Neutral
157327,Jalen Brunson,2024-01-15,https://t.co/zua6eOwn6Q,,Neutral
157327,Jalen Brunson,2022-07-02,Ready to start a new chapter New York! Let’s go!,,Positive
157327,Jalen Brunson,2023-08-08,Can’t even be good criminals smh,,Negative
157327,Jalen Brunson,2023-06-23,Y’all made me the laughing stock of every group chat I’m in,,Positive
157327,Jalen Brunson,2024-02-02,Appreciate the love and support New York!,,Positive
157327,Jalen Brunson,2023-12-18,Lol man this brought back some memories,,Positive
157327,Jalen Brunson,2023-12-26,Not to rain on anyone’s parade but idk who runs this account lol,,Positive
157327,Jalen Brunson,2022-05-14,"If you keep trying me, the whole world will know your nickname @joshhart",,Neutral
157327,Jalen Brunson,2023-06-25,So was your last play defense in 2016,,Positive
157327,Jalen Brunson,2024-01-08,Omg,,Neutral
157327,Jalen Brunson,2024-02-18,I guess Jacob needed to jump over the shot clock to get higher than a 46,,Neutral
157327,Jalen Brunson,2019-11-20,"Idk why it’s cool to call him little man, or to laugh when he scores. He’s been a bucket since high school!",,Positive
157327,Jalen Brunson,2023-05-31,Nice knowing you @joshhart make sure help on the way https://t.co/9ToQSyuhHv,,Positive
157327,Jalen Brunson,2023-07-10,You see my boy put a ring on it?? @luka7doncic,,Neutral
157327,Jalen Brunson,2022-06-04,Ok @jj_redick,,Positive
157327,Jalen Brunson,2024-02-15,Gotta give credit to the magic social team. Every time I open TikTok I hear “Orlando magic oooooooooooooo” literally every single time,,Positive
157327,Jalen Brunson,2024-01-06,I tried to dunk but I think they raised the rim last minute,,Neutral
157327,Jalen Brunson,2023-01-29,Lol what,,Positive
157327,Jalen Brunson,2023-06-25,I hate Twitter,,Negative
157327,Jalen Brunson,2023-07-10,@Kennyduhballern That’s not me,,Neutral
157327,Jalen Brunson,2023-02-16,Should we tell them your real nickname? @mikal_bridges,,Neutral
157327,Jalen Brunson,2023-12-25,Merry Christmas everyone,,Positive
157327,Jalen Brunson,2024-03-17,Kyrie that is sooooooo tough,,Negative
157327,Jalen Brunson,2024-02-05,"If you’re facing the scores table, I’m front row and all the way at the end. Not sure if there’s a seat number but you should see me.",,Negative
157327,Jalen Brunson,2024-02-05,You might as well post some highlights give the people what they want to see,,Positive
157327,Jalen Brunson,2024-02-05,There are pros and cons to him owning this,,Neutral
157327,Jalen Brunson,2023-06-03,I would rather get curb stomped tbh @joshhart,,Neutral
157327,Jalen Brunson,2023-07-25,Prayers to Bronny man,,Neutral
157327,Jalen Brunson,2022-01-06,#41Forever https://t.co/2rsHjQ6hlQ,,Neutral
157327,Jalen Brunson,2020-12-18,I’d rather scrape my teeth on concrete. Thanks tho.,,Positive
157327,Jalen Brunson,2023-02-25,You are so inspirational,,Positive
157327,Jalen Brunson,2024-02-18,I’m a failure @spidadmitchell,,Negative
157327,Jalen Brunson,2021-03-07,Are you serious Luka... @luka7doncic,,Negative
157327,Jalen Brunson,2024-01-24,What a lovely day we are having today,,Positive
157327,Jalen Brunson,2023-02-08,Mannnnnn Knick fans know how to travel!! Appreciate y’all!,,Positive
157327,Jalen Brunson,2023-07-02,Who?,,Neutral
157327,Jalen Brunson,2023-06-23,Damn I was gonna tell y’all some news but y’all bullied me out of it,,Negative
157327,Jalen Brunson,2022-02-14,Philly special is definitely only for Philly ‍♂️,,Positive
157327,Jalen Brunson,2022-12-17,Hey,,Neutral
157327,Jalen Brunson,2024-02-04,Got something cooking up for yall pretty soon,,Positive
157327,Jalen Brunson,2023-07-15,New York I love you,,Positive
157327,Jalen Brunson,2023-02-08,History. Congrats to @KingJames !,,Positive
157327,Jalen Brunson,2023-07-08,I do follow my mother back on Twitter idk what you’re talking about,,Negative
1474644,Donovan Mitchell,2020-01-26,PLEASE @NBA RETIRED 24! LEAGUE WIDE!!,,Positive
1474644,Donovan Mitchell,2020-08-26,WE DEMAND CHANGE! SALUTE @Bucks ✊,,Negative
1474644,Donovan Mitchell,2022-09-01,https://t.co/QquHyd7DOZ,,Neutral
1474644,Donovan Mitchell,2023-01-03,New Year New Me… 71 of them thangs ‼️‼️ https://t.co/eqTSqAEKk8,,Neutral
1474644,Donovan Mitchell,2020-08-24,F THE GAMES AND PLAYOFFS!!! THIS IS SICK AND IS A REAL PROBLEM WE DEMAND JUSTICE! ITS CRAZY I DONT HAVE ANY WORDS BUT WTF MAN! THIS IS WHY WE DONT FEEL SAFE!!!!,,Negative
1474644,Donovan Mitchell,2019-08-25,Y’all really boo’d him for making a decision concerning his own safety! Shame on y’all man Praying for nothing but blessings for you my brotha,,Negative
1474644,Donovan Mitchell,2023-01-03,Andddd just like that we are drug tested this morning,,Positive
1474644,Donovan Mitchell,2020-11-17,I know Snapchat hot rn they got they flow stolen twice,,Negative
1474644,Donovan Mitchell,2021-12-10,BRUH TRIED TO CATCH THE CAR,,Neutral
1474644,Donovan Mitchell,2023-02-27,My mom calls me and says @Dame_Lillard tied your record… you gotta get 72 now,,Neutral
1474644,Donovan Mitchell,2023-01-11,My guy Josh has been waiting for me at the arena every game for 5 years!! My first time seeing him since I got traded… it’s moments like these that last forever! Missed you Josh ❤️❤️!! https://t.co/Y0SQphzecP,,Positive
1474644,Donovan Mitchell,2018-05-03,Game.... Blouses‍♂️ https://t.co/qWSFMV9ghA,,Neutral
1474644,Donovan Mitchell,2020-06-04,Funny how the narrative changes....,,Positive
1474644,Donovan Mitchell,2020-10-06,i mean bruh wasn’t passing him the ball,,Neutral
1474644,Donovan Mitchell,2020-02-19,Man if 2020 is telling us anything... it’s telling us enjoy the moments we have and don’t take any day... anything... or anyone for granted❤️,,Positive
1474644,Donovan Mitchell,2018-08-04,A sign of an insecure human being is one who attacks others to make themselves feel better... im just sad that young kids have to see stupid tweets like these and grow up thinking it’s okay... forget everything else Donald your setting a bad example for kids our future,,Negative
1474644,Donovan Mitchell,2023-02-09,Wtf did I just wake up to ??,,Negative
1474644,Donovan Mitchell,2020-06-02,Stop it...,,Negative
1474644,Donovan Mitchell,2020-05-03,Definitely ain’t have 3 cars in the driveway growing up idk bout y’all ‍♂️,,Positive
1474644,Donovan Mitchell,2022-02-10,Bruh,,Neutral
1474644,Donovan Mitchell,2020-03-17,I’m seeing people still out and going to bars clubs restaurants beaches etc... as a country let’s help others and stay inside,,Positive
1474644,Donovan Mitchell,2018-11-10,Shoutout my guy I asked him to sit there and bother them,,Negative
1474644,Donovan Mitchell,2020-06-13,Stop it......,,Negative
1474644,Donovan Mitchell,2020-03-27,https://t.co/3JkZXqGr8U,,Neutral
1474644,Donovan Mitchell,2020-03-01,Damn he pulled him hard asf,,Negative
1474644,Donovan Mitchell,2020-11-29,I’d pay to see Ron Artest go against Jake Paul,,Negative
1474644,Donovan Mitchell,2020-04-27,Say what you want Dennis Rodman invented load management,,Positive
1474644,Donovan Mitchell,2020-03-16,First game back,,Neutral
1474644,Donovan Mitchell,2020-04-08,Been playing video games since 6:30.... it’s 3 am‍♂️‍♂️,,Positive
1474644,Donovan Mitchell,2019-02-21,Again let’s remember all the money that went into this game.... and these players get none of it.... and now Zion gets hurt... something has to change @NCAA,,Negative
1474644,Donovan Mitchell,2023-07-06,‍♂️ https://t.co/1SKoHCSEpH,,Neutral
1474644,Donovan Mitchell,2022-09-01,‼️,,Neutral
1474644,Donovan Mitchell,2018-08-02,Not buying  @EAMaddenNFL this year‍♂️,,Neutral
1474644,Donovan Mitchell,2022-12-18,Gotta get buddy the new one,,Neutral
1474644,Donovan Mitchell,2020-01-13,Damn this is wild! Praying for the Philippines and everyone effected,,Negative
1474644,Donovan Mitchell,2022-02-20,Man @ZachLaVine and @Double0AG yall messed it up for the rest of us,,Negative
1474644,Donovan Mitchell,2019-06-08,Kawhi is just different!,,Neutral
1474644,Donovan Mitchell,2020-09-06,There’s no me without you... I love you grandma,,Negative
1474644,Donovan Mitchell,2020-12-15,https://t.co/ZuWbzCvghK,,Neutral
1474644,Donovan Mitchell,2020-05-16,Did I read this right?,,Neutral
1474644,Donovan Mitchell,2019-06-20,Hold up bruh.....,,Neutral
1474644,Donovan Mitchell,2019-02-18,If you do it I’m in ‍♂️,,Neutral
1474644,Donovan Mitchell,2020-08-11,And you wonder why we don’t feel safe.......,,Positive
